"Subject" "Activity" "Domain" "Component" "Sensor" "Signal" "Stats" "Direction" "Value"
13 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.97
13 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.438
13 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.211
13 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.409
14 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.86
14 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.929
14 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.94
14 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.457
14 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" 0.179
14 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.143
15 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.946
15 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.941
15 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.95
15 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.458
15 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" 0.153
15 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.256
16 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.958
16 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.943
16 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.957
16 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.592
16 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.053
16 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.419
17 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.949
17 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.965
17 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.976
17 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.565
17 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.062
17 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.217
18 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.988
18 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.982
18 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.973
18 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.566
18 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.344
18 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.436
19 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.964
19 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.953
19 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.964
19 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.325
19 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" 0.083
19 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.368
20 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.942
20 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.942
20 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.919
20 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.39
20 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" 0
20 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.32
21 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.944
21 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.974
21 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.96
21 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.438
21 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" 0.079
21 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.403
22 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.913
22 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.927
22 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.944
22 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.381
22 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.058
22 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.334
23 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.958
23 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.927
23 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.955
23 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.408
23 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.045
23 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.41
24 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.971
24 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.966
24 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.95
24 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.59
24 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.175
24 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.406
25 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.651
25 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.962
25 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.97
25 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.633
25 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.359
25 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.536
26 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.967
26 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.935
26 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.964
26 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.537
26 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" 0.006
26 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.274
27 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.98
27 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.971
27 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.968
27 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.55
27 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.071
27 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.469
28 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.958
28 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.952
28 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.924
28 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.512
28 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.074
28 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.335
29 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.982
29 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.971
29 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.982
29 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.393
29 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.033
29 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.156
30 "LAYING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.964
30 "SITTING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.944
30 "STANDING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.922
30 "WALKING" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.47
30 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.179
30 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Magnitude" "STD" "" -0.395
1 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.922
1 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.982
1 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.993
1 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.103
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.104
1 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.533
2 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.985
2 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.984
2 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.975
2 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.164
2 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.227
2 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.26
3 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.975
3 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.967
3 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.948
3 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.09
3 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.159
3 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.481
4 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.958
4 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.962
4 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.96
4 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.32
4 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.28
4 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.497
5 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.976
5 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.967
5 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.944
5 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.306
5 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.09
5 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.379
6 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.952
6 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.947
6 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.955
6 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.096
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.155
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.178
7 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.965
7 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.968
7 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.969
7 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.022
7 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.108
7 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.497
8 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.964
8 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.979
8 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.979
8 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.276
8 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.135
8 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.379
9 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.955
9 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.949
9 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.964
9 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.322
9 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.071
9 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.485
10 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.965
10 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.983
10 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.952
10 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.05
10 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.038
10 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.334
11 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.975
11 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.972
11 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.988
11 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.417
11 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.174
11 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.514
12 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.962
12 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.973
12 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.964
12 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.014
12 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.042
12 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.347
13 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.978
13 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.988
13 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.981
13 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.114
13 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.071
13 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.491
14 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.964
14 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.973
14 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.97
14 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.453
14 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.194
14 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.41
15 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.973
15 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.983
15 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.98
15 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.342
15 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.151
15 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.391
16 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.987
16 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.982
16 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.986
16 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.441
16 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.092
16 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.52
17 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.98
17 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.99
17 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.989
17 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.211
17 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.237
17 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.437
18 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.99
18 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.991
18 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.986
18 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.444
18 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.387
18 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.588
19 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.979
19 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.984
19 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.979
19 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.022
19 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.316
19 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.435
20 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.98
20 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.973
20 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.936
20 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.031
20 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.079
20 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.28
21 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.978
21 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.987
21 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.972
21 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.019
21 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.063
21 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.478
22 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.956
22 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.967
22 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.957
22 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.158
22 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.119
22 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.151
23 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.987
23 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.972
23 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.975
23 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.046
23 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" 0.224
23 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.454
24 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.983
24 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.986
24 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.973
24 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.403
24 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.083
24 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.46
25 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.964
25 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.988
25 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.982
25 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.519
25 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.502
25 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.703
26 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.988
26 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.99
26 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.981
26 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.269
26 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.068
26 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.394
27 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.988
27 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.989
27 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.983
27 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.28
27 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.114
27 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.473
28 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.972
28 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.971
28 "STANDING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.955
28 "WALKING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.436
28 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.088
28 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.374
29 "LAYING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.994
29 "SITTING" "Frequency" "Body" "Accelerometer" "Jerk_Magnitude" "STD" "" -0.99
